ts,source,target,product,weight
62,2,24,126,2406.0
62,87,111,152,36.0
62,4,8,120,33700.0
62,45,59,126,940.0
62,73,79,153,12.0
62,2,65,126,2865.0
62,41,71,143,56.0
62,74,108,145,18.0
62,4,14,120,672.0
62,22,67,131,4.0
62,23,11,119,504.0
62,23,6,121,12916.0
62,41,62,139,2510.0
62,87,74,152,512.0
62,5,67,132,4.0
62,23,7,120,2532.0
62,41,52,139,176.0
62,14,68,124,796.0
62,23,16,121,192.0
62,59,59,142,112.0
62,23,39,120,3054.0
62,87,82,153,6.0
62,69,115,148,34.0
62,45,49,126,10116.0
62,41,86,143,56.0
62,25,27,124,1678.0
62,16,39,128,288.0
62,74,118,145,10.0
62,73,118,153,2.0
62,4,42,119,2283.0
62,23,33,119,88.0
62,65,71,135,16.0
62,16,22,119,15.0
62,68,91,135,96.0
62,7,47,121,67512.0
62,3,29,121,44512.0
62,16,27,119,144.0
62,25,62,133,3585.0
62,3,3,120,40763.0
62,16,35,119,14685.0
62,23,47,121,13100.0
62,54,108,153,5.0
62,47,64,131,11715.0
62,0,10,119,292.0
62,16,44,119,1000.0
62,87,111,153,24.0
62,17,59,131,1376.0
62,8,53,126,6429.0
62,25,70,124,414.0
62,68,57,137,382.0
62,73,96,147,16.0
62,85,86,146,20.0
62,23,8,121,30404.0
62,23,40,119,9186.0
62,0,23,119,15808.0
62,4,27,120,18316.0
62,23,26,119,9.0
62,83,98,144,16.0
62,40,30,131,1512.0
62,23,29,119,3846.0
62,66,94,146,16.0
62,25,54,124,287.0
62,4,35,120,14685.0
62,3,32,120,5703.0
62,3,5,121,16.0
62,29,66,131,1660.0
62,16,42,128,864.0
62,23,47,119,69969.0
62,93,75,144,40.0
62,73,113,147,19.0
62,4,31,119,432.0
62,16,56,128,160.0
62,54,118,153,5.0
62,23,43,119,40.0
62,83,76,144,2.0
62,23,16,119,224.0
62,16,26,119,16350.0
62,25,62,124,249.0
62,74,73,152,272.0
62,23,43,121,28.0
62,0,40,121,12248.0
62,40,38,131,7046.0
62,73,115,147,112.0
63,56,55,138,40.0
63,23,33,119,72.0
63,3,2,121,21288.0
63,66,52,142,710.0
63,23,12,121,22092.0
63,29,66,131,7144.0
63,23,26,119,63.0
63,8,38,126,3093.0
63,10,2,121,9384.0
63,0,10,119,7332.0
63,59,64,142,828.0
63,64,64,139,96.0
63,29,45,131,3068.0
63,23,25,119,18399.0
63,4,23,121,1392.0
63,69,91,135,152.0
63,29,26,131,2.0
63,4,44,120,176.0
63,43,67,127,2.0
63,3,17,121,57228.0
63,23,6,119,32418.0
63,8,30,126,1134.0
63,24,64,143,344.0
63,23,23,120,1168.0
63,74,96,156,34.0
63,49,62,140,3190.0
63,17,40,127,2.0
63,74,118,156,31.0
63,75,101,160,14.0
63,4,0,119,2754.0
63,115,110,161,4.0
63,47,64,131,23578.0
63,23,37,120,28732.0
63,23,7,120,5464.0
63,39,54,138,72.0
63,4,40,119,32238.0
63,7,14,120,4044.0
63,23,40,121,21224.0
63,7,2,121,5688.0
63,23,25,120,29751.0
63,42,74,138,176.0
63,24,52,143,306.0
63,52,89,146,24.0
63,23,43,119,72.0
63,17,47,127,2.0
63,23,33,121,68.0
63,115,117,161,8.0
63,74,117,162,9.0
63,58,67,142,96.0
63,74,111,156,11.0
63,5,67,132,8.0
63,4,31,119,500.0
63,52,78,146,8.0
63,16,23,119,13209.0
63,29,64,131,7072.0
63,69,62,135,328.0
63,4,32,119,5862.0
63,3,12,120,864.0
63,3,3,120,23552.0
63,7,45,121,83924.0
63,74,117,156,24.0
63,74,105,162,5.0
63,23,14,119,4044.0
63,3,2,120,9384.0
63,37,41,133,10344.0
63,7,21,121,4320.0
63,23,35,119,1056.0
63,0,8,121,41068.0
63,8,45,126,1122.0
63,86,110,160,6.0
63,75,100,160,14.0
63,115,106,161,4.0
63,23,47,119,13305.0
63,75,112,160,4.0
63,43,47,132,14.0
63,4,16,119,320.0
63,49,54,140,182.0
63,29,40,131,2.0
63,23,39,120,8361.0
63,24,55,143,152.0
63,52,76,146,36.0
63,75,114,160,14.0
63,96,112,161,4.0
63,74,107,156,20.0
63,4,45,121,86836.0
63,74,107,162,2.0
63,6,52,131,4848.0
63,23,29,119,672.0
63,4,32,120,5862.0
63,47,47,131,7.0
63,47,24,131,304.0
63,4,42,119,72.0
63,23,7,121,1534.0
63,4,28,119,576.0
63,41,62,135,408.0
63,47,45,131,2484.0
63,4,9,119,256.0
63,4,19,119,668.0
63,66,53,142,120.0
63,40,38,131,3414.0
63,4,35,120,1056.0
63,52,86,146,68.0
63,23,11,119,648.0
63,0,48,119,176.0
63,3,45,120,110540.0
63,16,44,119,1020.0
63,23,3,121,20367.0
63,23,27,120,17182.0
63,74,106,156,12.0
63,0,39,119,8361.0
63,4,5,121,8.0
63,71,73,152,48.0
63,4,26,121,1624.0
63,75,113,160,2.0
63,17,26,127,2.0
63,41,84,135,144.0
63,4,8,120,41068.0
63,1,64,126,8340.0
63,16,4,119,1372.0
63,47,29,131,3.0
63,23,27,121,20444.0
63,23,25,121,14206.0
63,42,92,138,40.0
63,23,17,119,48810.0
63,3,22,121,16.0
64,4,16,119,352.0
64,19,43,122,88.0
64,19,5,122,8.0
64,41,52,143,386.0
64,23,14,119,2790.0
64,33,60,132,8.0
64,41,55,139,130.0
64,45,52,126,8277.0
64,4,43,119,136.0
64,0,2,121,23220.0
64,64,113,151,144.0
64,4,42,119,144.0
64,86,110,160,24.0
64,2,61,126,42.0
64,40,30,131,5208.0
64,3,27,133,2800.0
64,16,23,119,8670.0
64,54,102,145,12.0
64,23,39,120,3120.0
64,3,65,133,3148.0
64,3,32,120,3960.0
64,12,64,126,3360.0
64,45,66,126,2336.0
64,17,40,127,2.0
64,23,25,120,44456.0
64,45,58,126,32.0
64,4,23,121,3232.0
64,19,6,122,16894.0
64,17,65,131,4140.0
64,3,17,121,25836.0
64,4,27,120,15055.0
64,23,47,119,14025.0
64,23,37,120,33324.0
64,2,41,126,6216.0
64,41,71,135,48.0
64,19,22,122,9.0
64,41,86,139,224.0
64,3,35,133,2814.0
64,23,29,119,34524.0
64,74,104,145,2.0
64,23,7,120,4650.0
64,26,63,131,6.0
64,74,81,145,28.0
64,3,8,120,51768.0
64,17,41,131,11478.0
64,33,40,132,8.0
64,23,33,119,120.0
64,45,65,126,7026.0
64,2,24,126,228.0
64,3,37,133,10300.0
64,4,29,121,15744.0
64,23,26,119,7038.0
64,0,22,119,6.0
64,10,17,122,17560.0
64,3,45,133,1122.0
64,54,103,145,2.0
64,54,92,145,4.0
64,41,93,135,40.0
64,45,59,126,788.0
64,45,24,126,978.0
64,4,2,120,23220.0
64,27,38,133,9688.0
64,27,64,133,8240.0
64,41,57,139,1714.0
64,4,45,121,80912.0
64,23,12,120,2388.0
64,23,27,121,57056.0
64,10,12,121,2388.0
64,64,83,151,9.0
64,17,59,131,1576.0
64,4,26,121,19160.0
64,7,8,121,51768.0
64,17,26,127,2.0
64,16,4,119,8981.0
64,25,66,133,2828.0
64,55,82,145,10.0
64,74,108,145,14.0
64,23,25,121,7231.0
64,16,44,119,872.0
64,23,25,119,28137.0
64,45,49,126,10974.0
64,26,60,131,12.0
64,33,64,132,8.0
64,16,31,119,504.0
64,4,0,119,4232.0
64,26,37,131,726.0
64,92,104,145,4.0
64,43,67,127,4.0
64,25,69,133,112.0
64,3,2,121,19656.0
64,25,62,133,2103.0
64,33,33,132,6.0
64,23,40,121,34232.0
64,3,49,133,2553.0
64,25,53,133,11391.0
64,17,47,127,6.0
64,27,30,133,1828.0
64,52,76,146,24.0
64,23,45,120,58828.0
64,4,40,119,32220.0
64,23,23,120,872.0
64,27,59,133,688.0
64,23,17,119,30159.0
64,3,3,120,16897.0
64,12,49,126,5523.0
64,45,45,126,1534.0
64,23,14,120,2790.0
64,0,39,119,3120.0
64,3,22,121,11272.0
64,0,10,119,138.0
64,7,45,133,1534.0
64,33,63,132,4.0
64,26,33,131,9.0
64,45,62,126,12156.0
64,23,11,119,352.0
64,23,37,121,256.0
64,3,1,121,52104.0
64,3,1,120,27984.0
64,92,92,145,6.0
64,4,5,119,16.0
64,4,32,119,3960.0
65,41,93,135,80.0
65,4,16,121,720.0
65,66,65,142,112.0
65,45,52,126,5220.0
65,23,39,120,4629.0
65,23,18,119,648.0
65,4,42,119,12966.0
65,27,69,137,220.0
65,17,41,131,3516.0
65,8,59,126,240.0
65,113,112,163,6.0
65,45,50,142,48.0
65,23,47,121,55268.0
65,3,1,121,49584.0
65,19,43,122,140.0
65,10,8,121,45520.0
65,7,40,121,44588.0
65,45,74,142,140.0
65,37,54,139,254.0
65,40,38,131,4126.0
65,8,54,126,17112.0
65,35,62,137,649.0
65,26,60,131,9.0
65,12,53,126,1149.0
65,113,101,163,10.0
65,62,73,140,780.0
65,64,62,139,1241.0
65,23,6,121,19392.0
65,38,92,139,8.0
65,64,93,139,30.0
65,45,62,142,652.0
65,62,92,140,225.0
65,16,22,119,12.0
65,17,59,131,480.0
65,23,11,119,3064.0
65,22,67,131,8.0
65,4,5,119,96.0
65,38,73,139,1292.0
65,45,62,126,2316.0
65,3,17,121,106698.0
65,37,91,139,114.0
65,35,71,137,158.0
65,16,44,119,868.0
65,66,52,142,2048.0
65,45,58,126,616.0
65,35,54,137,79.0
65,2,41,126,10896.0
65,45,65,142,564.0
65,4,26,121,19212.0
65,27,68,137,393.0
65,27,59,133,788.0
65,22,66,131,2040.0
65,4,12,120,9628.0
65,35,83,135,452.0
65,1,64,126,5226.0
65,3,32,120,15750.0
65,25,66,133,1234.0
65,45,71,142,24.0
65,16,4,119,4754.0
65,23,33,119,56.0
65,64,78,139,64.0
65,65,74,143,108.0
65,49,71,140,668.0
65,64,50,139,48.0
65,27,24,133,1304.0
65,16,23,119,7573.0
65,23,14,119,5856.0
65,49,74,140,341.0
65,2,24,126,576.0
65,23,7,121,1512.0
65,52,76,146,8.0
65,62,57,140,404.0
65,30,69,143,275.0
65,17,65,131,1250.0
65,45,24,126,5322.0
65,45,85,142,176.0
65,0,39,119,4629.0
65,4,16,119,1568.0
65,23,17,119,25065.0
65,8,38,126,1839.0
65,23,25,120,7334.0
65,19,6,122,13014.0
65,7,35,120,1440.0
65,45,86,142,672.0
65,45,49,126,6156.0
65,58,78,142,32.0
65,23,14,120,5856.0
65,59,64,142,688.0
65,52,78,146,188.0
65,69,83,135,112.0
65,62,87,140,1487.0
65,10,22,122,2.0
65,0,10,119,368.0
65,53,74,140,707.0
65,38,54,139,152.0
65,38,57,139,288.0
65,64,85,139,216.0
65,4,40,119,33441.0
65,27,70,133,172.0
65,16,35,119,1440.0
65,23,26,119,4437.0
65,3,2,120,9264.0
65,4,23,121,1248.0
65,4,27,120,23789.0
65,37,69,135,92.0
65,45,51,142,272.0
65,35,68,137,153.0
65,45,59,126,1188.0
65,8,45,126,1242.0
65,61,53,140,14.0
65,23,43,121,40.0
65,7,42,120,12966.0
65,113,113,163,20.0
65,53,57,140,1208.0
65,8,61,126,249.0
65,37,52,139,270.0
65,27,41,133,24792.0
65,4,19,119,4334.0
65,27,93,137,168.0
65,40,30,131,2504.0
65,4,31,119,88.0
65,30,66,143,108.0
65,64,74,139,80.0
65,22,24,131,768.0
65,38,74,139,118.0
65,4,0,119,4359.0
65,52,57,143,1487.0
65,45,65,126,1566.0
65,26,24,131,1304.0
65,35,91,137,114.0
65,62,55,140,1156.0
65,30,87,143,74.0
65,52,53,143,60.0
65,10,40,122,10740.0
65,0,29,119,11436.0
65,45,59,142,72.0
65,27,54,133,17112.0
65,22,26,131,2.0
65,4,45,121,147736.0
65,29,66,131,3160.0
65,27,64,133,12888.0
65,35,74,137,694.0
65,27,83,137,84.0
65,3,1,120,25668.0
65,26,37,131,2730.0
65,16,47,122,21569.0
65,7,45,120,65888.0
65,66,51,142,652.0
65,10,4,122,5488.0
65,3,3,120,26328.0
65,83,116,159,3.0
65,66,66,142,16.0
65,27,73,137,1832.0
65,40,58,131,1232.0
65,49,62,140,1667.0
65,16,48,122,576.0
65,45,66,126,1234.0
65,37,83,139,144.0
65,37,73,139,172.0
65,7,8,120,45520.0
65,49,69,140,16.0
65,23,23,120,1140.0
65,8,53,126,4962.0
65,37,68,135,436.0
65,16,25,119,1944.0
65,23,47,119,2193.0
65,37,51,139,320.0
65,23,3,121,43439.0
65,23,7,120,12080.0
65,25,53,133,6375.0
65,17,26,127,4.0
65,27,55,137,103.0
65,64,64,139,290.0
65,53,54,140,117.0
65,64,83,139,48.0
65,26,63,131,3.0
65,16,6,119,27828.0
65,4,32,119,15750.0
65,45,66,142,36.0
65,53,87,140,111.0
65,7,6,121,37104.0
65,38,65,139,16.0
65,23,37,120,13652.0
66,3,35,133,3032.0
66,23,14,119,1359.0
66,4,35,119,7707.0
66,3,65,133,9476.0
66,45,49,126,10965.0
66,55,96,147,184.0
66,7,40,121,40268.0
66,23,23,120,264.0
66,48,31,128,144.0
66,54,69,140,736.0
66,47,64,131,1329.0
66,23,29,119,7680.0
66,40,29,131,15.0
66,8,53,126,828.0
66,5,4,122,27964.0
66,59,53,142,56.0
66,0,6,119,6096.0
66,17,65,131,6678.0
66,4,16,119,1280.0
66,3,52,133,7008.0
66,4,40,119,30201.0
66,0,4,122,23660.0
66,40,63,131,3.0
66,66,62,142,128.0
66,4,42,119,1080.0
66,71,116,150,6.0
66,66,101,146,16.0
66,23,25,120,9537.0
66,87,92,153,5.0
66,23,40,121,25752.0
66,16,13,119,8.0
66,3,24,133,1072.0
66,41,67,139,6.0
66,3,17,121,89648.0
66,7,30,133,1512.0
66,3,1,120,14076.0
66,26,60,131,6.0
66,69,74,148,23.0
66,8,38,126,3156.0
66,10,6,122,9276.0
66,57,73,148,175.0
66,16,40,122,19286.0
66,59,64,142,732.0
66,87,111,153,3.0
66,23,14,120,1359.0
66,17,41,131,17813.0
66,41,69,139,605.0
66,4,8,121,24516.0
66,23,17,119,33996.0
66,17,47,127,2.0
66,55,98,147,12.0
66,45,54,126,9495.0
66,24,51,143,326.0
66,23,7,120,12944.0
66,57,104,147,4.0
66,69,117,148,61.0
66,23,8,121,102132.0
66,66,75,146,28.0
66,4,23,121,2644.0
66,23,27,121,18532.0
66,87,73,153,12.0
66,16,23,119,7543.0
66,45,66,126,2890.0
66,41,93,135,120.0
66,8,30,126,3906.0
66,10,25,121,5436.0
66,64,65,143,32.0
66,4,0,119,3155.0
66,40,38,131,2918.0
66,3,58,133,616.0
66,19,6,122,10806.0
66,19,43,122,98.0
66,3,32,120,9324.0
66,74,117,150,11.0
66,64,78,139,160.0
66,4,45,121,90912.0
66,6,52,131,11228.0
66,69,109,148,2.0
66,23,26,119,2379.0
66,54,54,140,288.0
66,47,45,131,4116.0
66,6,38,131,2106.0
66,3,37,121,22581.0
66,23,7,121,3024.0
66,23,33,121,20.0
66,4,31,119,264.0
66,45,24,126,780.0
66,66,52,142,1106.0
66,4,27,120,9334.0
66,3,5,121,40.0
66,3,1,121,65328.0
66,64,62,143,2318.0
66,53,57,140,1524.0
66,41,71,135,36.0
66,57,108,147,12.0
66,23,47,121,40000.0
66,17,59,131,2376.0
66,53,74,150,30.0
66,26,45,131,2624.0
66,3,37,133,3184.0
66,8,45,126,3370.0
66,4,26,122,3.0
66,40,30,131,6444.0
66,10,17,122,10071.0
66,69,78,148,58.0
66,7,2,120,20388.0
66,4,8,120,37524.0
66,4,23,122,27008.0
66,64,64,139,312.0
66,37,51,139,326.0
66,74,103,152,16.0
66,41,57,139,1010.0
66,23,43,119,24.0
66,53,74,140,406.0
66,43,64,127,4.0
66,54,73,140,1828.0
66,23,33,119,88.0
66,3,22,121,32.0
66,74,87,152,104.0
66,45,59,126,2780.0
66,55,113,147,61.0
66,0,10,119,564.0
66,3,49,133,14577.0
66,3,35,120,7707.0
66,6,47,131,26.0
66,4,32,119,9324.0
66,43,29,132,14.0
66,45,52,126,2499.0
66,47,40,131,14.0
66,3,3,120,9506.0
66,69,103,147,4.0
66,23,34,120,436.0
66,17,40,127,4.0
66,0,43,122,44.0
66,41,62,139,3997.0
66,3,61,133,249.0
66,41,86,143,216.0
66,37,52,139,584.0
66,0,44,119,436.0
66,16,10,122,7792.0
66,1,49,126,19314.0
66,0,34,119,872.0
66,23,25,119,4101.0
66,37,68,135,384.0
66,23,45,120,52832.0
66,0,39,119,3561.0
66,47,47,131,6.0
66,23,37,120,28786.0
66,23,47,119,26154.0
66,16,5,122,68.0
66,8,57,126,873.0
66,26,33,131,6.0
66,26,37,131,2158.0
66,45,62,126,1275.0
66,23,11,119,792.0
66,6,29,131,6.0
66,4,27,121,20284.0
66,4,26,130,2.0
66,16,4,119,6757.0
66,26,63,131,3.0
66,23,23,122,27776.0
66,70,87,137,172.0
66,0,40,122,513.0
66,3,27,133,438.0
66,47,24,131,7096.0
66,54,62,140,2852.0
66,4,26,121,10200.0
66,64,58,143,68.0
66,0,22,119,384.0
66,57,106,147,616.0
66,74,74,150,24.0
66,55,90,147,10.0
66,4,39,120,2553.0
66,45,65,126,4347.0
66,3,2,121,15072.0
66,6,60,131,15.0
67,1,45,126,1918.0
67,49,71,140,660.0
67,4,4,119,3918.0
67,23,68,125,2520.0
67,40,30,131,2560.0
67,47,40,131,2.0
67,4,47,121,86276.0
67,23,33,119,72.0
67,62,92,147,10.0
67,7,30,133,3024.0
67,33,64,132,10.0
67,23,7,120,3312.0
67,23,6,121,36276.0
67,4,26,130,4.0
67,47,24,131,1040.0
67,61,92,140,83.0
67,17,41,131,9706.0
67,62,98,147,14.0
67,23,3,121,34804.0
67,23,43,121,60.0
67,23,38,130,1750.0
67,23,29,119,5352.0
67,3,45,120,56260.0
67,58,67,142,300.0
67,23,47,119,20958.0
67,25,66,133,530.0
67,0,17,122,11450.0
67,86,109,151,87.0
67,4,16,119,352.0
67,41,93,135,184.0
67,62,81,147,9.0
67,27,27,133,686.0
67,23,26,119,666.0
67,4,26,121,4024.0
67,23,43,119,32.0
67,23,7,121,2184.0
67,16,23,119,3834.0
67,23,25,121,2282.0
67,4,31,119,632.0
67,3,17,121,112412.0
67,4,31,122,2528.0
67,45,54,126,1584.0
67,23,25,119,6279.0
67,86,91,151,6.0
67,2,41,126,2742.0
67,17,26,127,4.0
67,35,54,137,398.0
67,52,53,143,28.0
67,8,41,126,3762.0
67,47,64,131,6251.0
67,24,55,143,108.0
67,4,30,130,1408.0
67,1,64,126,10308.0
67,43,67,127,2.0
67,23,17,119,27909.0
67,26,63,131,21.0
67,27,57,133,873.0
67,35,68,137,24.0
67,27,38,133,12468.0
67,23,33,121,140.0
67,23,29,121,2960.0
67,62,77,147,8.0
67,49,69,140,356.0
67,19,6,122,1100.0
67,62,79,147,4.0
67,4,58,130,152.0
67,23,12,121,13440.0
67,35,92,137,140.0
67,16,44,119,608.0
67,30,86,143,256.0
67,64,59,139,88.0
67,4,47,130,24.0
67,4,18,119,288.0
67,25,53,133,1152.0
67,23,27,121,15367.0
67,4,16,122,5760.0
67,26,60,131,12.0
67,40,58,131,64.0
67,26,37,131,2779.0
67,4,65,130,2598.0
67,45,59,126,816.0
67,23,39,120,1122.0
67,4,41,130,8843.0
67,0,40,122,3062.0
67,23,8,121,94932.0
67,4,26,122,5120.0
67,17,65,131,5501.0
67,62,102,147,4.0
67,96,117,161,28.0
67,5,63,132,2.0
67,10,47,130,6.0
67,35,62,137,1277.0
67,8,53,126,9342.0
67,23,25,120,7401.0
67,3,12,120,9936.0
67,0,16,122,5120.0
67,17,47,127,2.0
67,27,59,133,1428.0
67,75,113,160,2.0
67,30,54,143,98.0
67,19,10,122,400.0
67,74,105,162,1.0
67,65,98,151,16.0
67,62,82,147,8.0
67,51,90,151,92.0
67,47,45,131,6424.0
67,3,3,120,15357.0
67,3,1,120,3112.0
67,58,64,142,316.0
67,23,37,121,10542.0
67,4,33,121,36.0
67,24,51,143,160.0
67,4,27,120,21927.0
67,2,24,126,2448.0
67,0,39,119,1770.0
67,3,32,120,9714.0
67,8,45,126,2110.0
67,5,16,122,5632.0
67,75,112,160,10.0
67,4,45,121,152436.0
67,17,26,131,6.0
67,4,23,121,2220.0
67,27,64,133,15824.0
67,23,37,120,10352.0
67,49,73,140,777.0
67,27,83,137,24.0
67,8,38,126,1836.0
67,8,30,126,6711.0
67,4,32,119,9714.0
67,3,2,121,59544.0
67,35,74,137,688.0
67,52,85,143,186.0
67,4,47,122,17607.0
67,37,41,133,17120.0
67,1,52,126,3201.0
67,3,1,121,56700.0
67,62,115,147,344.0
67,27,93,137,18.0
67,4,40,119,23742.0
67,51,105,151,51.0
67,74,104,162,4.0
67,40,38,131,13170.0
67,0,22,119,1200.0
67,45,58,126,32.0
67,74,96,162,6.0
67,4,19,119,1998.0
67,0,10,119,100.0
67,62,99,147,26.0
67,51,75,151,68.0
67,4,43,122,18.0
67,16,47,122,22227.0
67,13,4,122,31960.0
67,27,45,133,4612.0
67,75,101,160,8.0
67,51,94,151,16.0
67,3,21,121,31932.0
67,49,62,140,2698.0
67,4,6,122,2467.0
67,37,68,133,261.0
67,0,6,122,14383.0
67,25,62,133,2337.0
67,49,55,140,144.0
67,37,83,135,160.0
67,26,33,131,21.0
67,23,36,121,38.0
67,23,35,125,9860.0
67,116,118,162,18.0
67,16,6,119,3300.0
67,96,112,161,14.0
67,5,4,122,22444.0
67,23,40,121,40184.0
67,23,23,120,396.0
67,16,35,119,1005.0
67,45,52,126,3327.0
67,17,64,131,8100.0
67,22,67,131,8.0
67,16,13,119,8.0
67,23,70,125,168.0
67,23,14,119,492.0
67,45,49,126,3648.0
67,23,14,120,492.0
67,96,116,161,4.0
67,45,66,126,730.0
67,4,27,121,16018.0
67,7,17,121,37230.0
67,45,65,126,5817.0
67,52,57,143,1538.0
67,5,67,132,16.0
67,23,35,120,1005.0
67,3,2,120,15948.0
67,41,71,135,8.0
67,47,47,131,9.0
67,35,87,137,2.0
67,23,29,122,1460.0
67,7,8,120,14112.0
67,74,107,162,12.0
67,45,62,126,5337.0
67,117,116,162,11.0
67,49,54,140,224.0
67,10,40,121,31656.0
67,30,50,143,24.0
67,23,11,119,12.0
67,4,42,119,144.0
67,27,55,137,36.0
67,4,0,119,4149.0
67,16,40,122,9386.0
67,35,71,137,942.0
67,62,73,147,728.0
67,4,13,122,4.0
67,10,65,130,1942.0
67,27,62,133,1254.0
67,58,78,149,34.0
67,5,29,132,2.0
67,8,61,126,5742.0
67,40,59,131,1680.0
68,23,0,122,44552.0
68,23,40,121,63984.0
68,3,1,120,25824.0
68,23,23,120,1048.0
68,43,47,132,10.0
68,109,100,159,30.0
68,86,76,151,20.0
68,57,73,148,215.0
68,23,7,120,1576.0
68,35,84,141,106.0
68,53,74,150,14.0
68,3,14,120,13530.0
68,4,40,119,14058.0
68,23,3,121,29801.0
68,3,22,121,40.0
68,8,53,126,2145.0
68,23,47,121,67124.0
68,1,64,126,16707.0
68,115,117,161,52.0
68,47,45,131,10088.0
68,57,104,147,10.0
68,65,62,135,2072.0
68,35,91,141,100.0
68,23,28,120,5037.0
68,17,41,131,18292.0
68,55,90,147,16.0
68,45,52,126,4941.0
68,15,11,123,240.0
68,38,73,139,1636.0
68,23,37,120,14882.0
68,54,111,153,18.0
68,23,29,119,4608.0
68,73,103,161,64.0
68,4,27,121,20332.0
68,73,113,161,18.0
68,41,86,139,392.0
68,26,63,131,6.0
68,16,4,119,4597.0
68,16,10,122,8.0
68,45,72,142,132.0
68,27,73,137,794.0
68,16,42,128,864.0
68,41,71,139,632.0
68,35,62,141,2348.0
68,54,111,152,72.0
68,23,14,119,13530.0
68,30,69,143,560.0
68,8,45,126,4228.0
68,16,68,125,192.0
68,30,54,143,70.0
68,4,58,130,316.0
68,40,37,131,122.0
68,3,65,133,3836.0
68,8,49,126,12006.0
68,45,62,142,444.0
68,23,45,120,78096.0
68,1,59,126,304.0
68,4,26,122,10676.0
68,50,116,149,12.0
68,38,65,139,128.0
68,21,62,126,8511.0
68,21,41,126,4044.0
68,64,62,143,713.0
68,23,7,121,2504.0
68,3,1,121,43320.0
68,105,113,159,18.0
68,4,45,121,247748.0
68,23,29,121,1712.0
68,64,64,139,328.0
68,3,27,133,992.0
68,23,25,121,9780.0
68,27,84,137,132.0
68,33,60,132,10.0
68,23,33,121,32.0
68,4,36,121,6.0
68,45,66,142,102.0
68,17,65,131,7272.0
68,4,7,121,2432.0
68,85,75,146,48.0
68,16,56,128,640.0
68,27,52,133,4800.0
68,45,62,126,6840.0
68,21,30,126,1899.0
68,4,30,130,394.0
68,59,53,142,224.0
68,2,24,126,5466.0
68,68,93,141,144.0
68,86,113,151,152.0
68,13,63,132,2.0
68,59,78,142,232.0
68,41,93,135,144.0
68,57,115,147,128.0
68,6,33,131,6.0
68,3,2,121,54576.0
68,4,31,122,3920.0
68,15,18,123,432.0
68,4,19,119,2.0
68,23,26,119,1095.0
68,66,73,142,48.0
68,21,45,126,1286.0
68,10,33,122,52.0
68,23,43,119,24.0
68,17,47,127,4.0
68,23,25,120,24249.0
68,4,8,120,16728.0
68,4,47,130,10.0
68,33,64,132,28.0
68,45,57,142,48.0
68,23,42,120,96.0
68,35,68,141,656.0
68,27,55,137,38.0
68,13,29,122,1536.0
68,47,24,131,3264.0
68,3,8,121,23688.0
68,3,37,133,6880.0
68,23,36,121,24.0
68,3,17,121,197104.0
68,57,116,148,12.0
68,30,72,143,66.0
68,4,67,130,2.0
68,4,5,119,16.0
68,4,29,121,22604.0
68,4,23,121,2936.0
68,16,46,128,224.0
68,70,68,141,16.0
68,26,37,131,985.0
68,16,32,119,3960.0
68,41,68,139,246.0
68,35,93,141,458.0
68,115,101,161,4.0
68,27,64,133,12820.0
68,38,62,139,2065.0
68,13,40,122,8032.0
68,13,43,122,60.0
68,90,100,163,10.0
68,0,21,121,20148.0
68,3,12,120,3728.0
68,16,39,128,160.0
68,41,64,143,628.0
68,26,60,131,6.0
68,4,26,121,12916.0
68,2,41,126,7764.0
68,3,38,133,6136.0
68,3,61,133,168.0
68,45,66,126,2888.0
68,25,53,133,2643.0
68,0,23,121,1048.0
68,3,23,121,2032.0
68,27,70,133,1041.0
68,23,43,121,64.0
68,65,73,143,243.0
68,45,58,126,152.0
68,57,106,147,192.0
68,19,6,122,3315.0
68,23,6,121,17084.0
68,16,35,125,720.0
68,64,78,139,112.0
68,45,86,142,1024.0
68,3,32,120,3960.0
68,41,59,139,24.0
68,35,69,141,174.0
68,68,57,137,309.0
68,3,3,120,35860.0
68,4,6,121,2864.0
68,57,74,140,196.0
68,23,6,119,9945.0
68,23,8,121,55372.0
68,59,64,142,972.0
68,40,30,131,5956.0
68,35,71,141,152.0
68,27,69,137,16.0
68,23,37,121,60012.0
68,70,71,141,12.0
68,23,27,121,11487.0
68,0,22,119,6.0
68,68,62,141,204.0
68,47,37,131,892.0
68,21,58,126,112.0
68,41,72,139,96.0
68,23,39,120,1020.0
68,4,48,119,1432.0
68,47,64,131,6990.0
68,62,92,140,109.0
68,16,23,119,13371.0
68,17,26,131,2.0
68,45,58,142,32.0
68,23,46,119,216.0
68,4,19,122,17336.0
68,33,40,132,20.0
68,0,39,119,1092.0
68,47,47,131,7.0
68,19,43,122,36.0
68,45,74,142,36.0
68,45,88,142,300.0
68,40,38,131,10608.0
68,27,93,137,66.0
68,8,30,126,1920.0
68,115,110,161,6.0
68,57,54,140,95.0
68,105,110,159,7.0
68,45,51,142,720.0
68,53,74,140,981.0
68,4,25,119,14880.0
68,3,13,121,4.0
68,10,33,130,2.0
68,4,10,119,322.0
68,4,16,119,128.0
68,45,65,126,3138.0
68,0,47,121,50112.0
68,16,40,122,17777.0
68,23,17,119,42228.0
68,6,52,131,7040.0
68,43,64,127,6.0
68,53,57,140,1252.0
68,7,30,133,2184.0
68,31,35,128,632.0
68,115,95,161,32.0
